X,Y,OBJECTID,local,oaci,iata,tipo,denominacion,condicion,control,region,fir,uso,trafico,sna,concesion,inhab,provincia,longitud,latitud,elev_m,referencia,distancia_ref,direccion_ref,coordenadas
-58.7638888902937,-35.459444440203,94,SMM,,,Aeródromo,SAN MIGUEL DEL MONTE/BAHÍA AGRADABLE,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-58.76388889,-35.45944444,24,San Miguel del Monte,4,SE,"35°27'34""S  58°45'50""W"
-63.2906400001761,-22.1236200000491,95,SMF,,,Aeródromo,SAN MARTÍN/FINCA LA FRONTERA,PRIVADO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,SALTA,-63.29064,-22.12362,49,Aguaray,49,NE,"22° 7'25""S  63°17'26""W"
-66.0248099997966,-26.6738499998739,96,SMC,,,Aeródromo,SANTA MARÍA,PRIVADO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,CATAMARCA,-66.02481,-26.67385,1800,Santa María,2,ENE,"26°40'26""S  66° 1'29""W"
-62.2269444401606,-36.3502777801552,97,SLZ,,,Aeródromo,SALAZAR/EA. EL TRIÁNGULO,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-62.22694444,-36.35027778,104,Salazar,5,SSO,"36°21' 1""S  62°13'37""W"
-61.8276699996896,-38.241729999688,98,SLY,,,Aeródromo,SALDUNGARAY/SANTO TOMÁS DE LA SIERRA,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-61.82767,-38.24173,273,Saldungaray,5,SSO,"38°14'30""S  61°49'40""W"
-64.0340299996299,-23.2130600001196,99,SLV,,,Aeródromo,EMBARCACIÓN/SALVITA,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,SALTA,-64.03403,-23.21306,283,Embarcación,6,E,"23°12'47""S  64° 2' 3""W"
-60.2867800003044,-34.3064999999533,100,SLT,,,Aeródromo,SALTO,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-60.28678,-34.3065,59,Salto,3,O,"34°18'23""S  60°17'12""W"
-64.2204099996833,-36.5920600001062,101,SLP,,,Aeródromo,SANTA ROSA/SAN ALBERTO,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,LA PAMPA,-64.22041,-36.59206,186,Santa Rosa,9.3,NE,"36°35'31""S  64°13'13""W"
-62.9440700003938,-36.7565900000347,102,SLO,,,Aeródromo,SALLIQUELÓ,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-62.94407,-36.75659,127,Salliqueló,1.4,SE,"36°45'24""S  62°56'39""W"
-61.7611499999372,-38.2051700001918,103,SLG,,,Aeródromo,SALDUNGARAY,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-61.76115,-38.20517,228,Saldungaray,4,E,"38°12'19""S  61°45'40""W"
-67.8028199995689,-49.3067099998908,104,SJU,SAWJ,ULA,Aeródromo,SAN JULIÁN/CAPITÁN D. DANIEL VAZQUEZ,PUBLICO,AERADIO,RASU,SAVF,,Nacional,NO,NO,NO,SANTA CRUZ,-67.80282,-49.30671,62,Puerto San Julián,7,O,"49°18'24""S  67°48'10""W"
-60.5672222200589,-30.7661111103537,105,SJT,,,Aeródromo,SAN JUSTO,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,SANTA FÉ,-60.56722222,-30.76611111,55,San Justo,1.5,NE,"30°45'58""S  60°34' 2""W"
-59.9906899996665,-30.5558600002029,106,SJR,,,Aeródromo,SAN JAVIER/AEROCLUB,PRIVADO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,SANTA FÉ,-59.99069,-30.55586,23,San Javier,6.5,ONO,"30°33'21""S  59°59'26""W"
-63.8575099997631,-30.2742299999947,107,SJD,,,Aeródromo,SAN JOSÉ DE LA DORMIDA,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,CÓRDOBA,-63.85751,-30.27423,423,San José de la Dormida,11,NE,"30°16'27""S  63°51'27""W"
-61.9511111096163,-31.8711111100313,108,SJB,,,Aeródromo,SAN JORGE/BOCCA,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-61.95111111,-31.87111111,105,San Jorge,9,ONO,"31°52'16""S  61°57' 4""W"
-68.5472222197865,-31.6030555600075,109,SJA,,,Aeródromo,SAN JUAN/AEROCLUB,PUBLICO,NOCONTROL,RANO,SAMF,CIVIL,Nacional,NO,NO,NO,SAN JUAN,-68.54722222,-31.60305556,634,San Juan,7,S,"31°36'11""S  68°32'50""W"
-59.0561111100343,-27.449999999801,110,SIS,SARE,RES,Aeródromo,RESISTENCIA,PUBLICO,CONTROL,RANE,SARR,,Internacional,SI,SI,NO,CHACO,-59.05611111,-27.45,53,Resistencia,5,SO,"27°26'60""S  59° 3'22""W"
-59.3915399997454,-34.2112200002937,111,SHP,,,Aeródromo,SAN ANTONIO DE ARECO/HARAS LA POMME,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-59.39154,-34.21122,28,San Antonio de Areco,6.5,NE,"34°12'40""S  59°23'30""W"
-61.9008333302255,-30.3166666698807,112,SGV,,,Aeródromo,SAN GUILLERMO/VERGNANO,PRIVADO,NOCONTROL,RANE,SACF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-61.90083333,-30.31666667,96,San Guillermo,5,NNE,"30°19' 0""S  61°54' 3""W"
-65.3399100001947,-41.5913799998541,113,SGR,SAVS,SGV,Aeródromo,SIERRA GRANDE,PUBLICO,AERADIO,RASU,SAVF,,Nacional,NO,NO,NO,RÍO NEGRO,-65.33991,-41.59138,210,Sierra Grande,2.5,NE,"41°35'29""S  65°20'24""W"
-60.3011111096963,-38.4083333298841,114,SGI,,,Aeródromo,TRES ARROYOS/SANTAGIULIAN,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-60.30111111,-38.40833333,104,Tres Arroyos,1.5,SSO,"38°24'30""S  60°18' 4""W"
-62.0191666697524,-34.3169444400462,115,SGE,,,Aeródromo,SAN GREGORIO,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,SANTA FÉ,-62.01916667,-34.31694444,106,San Gregorio,2,NE,"34°19' 1""S  62° 1' 9""W"
-62.0310700003422,-29.7790799999929,116,SFN,,,Aeródromo,SELVA NUEVA/FUMIGACIONES NANDO S.H.,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,SANTIAGO DEL ESTERO,-62.03107,-29.77908,86,Selva,2,SE,"29°46'45""S  62° 1'52""W"
-61.8695800000566,-34.8013899999245,117,SEZ,,,Aeródromo,GENERAL PINTO/ALFREDO SANCHEZ,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-61.86958,-34.80139,100,General Pinto,6,SE,"34°48' 5""S  61°52'10""W"
-60.909439999969,-32.5797799997899,118,SER,,,Aeródromo,SERODINO/FUMIGACIONES STANDLER,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-60.90944,-32.57978,37,Serodino,5,NE,"32°34'47""S  60°54'34""W"
-58.2951699999343,-35.1817400003144,119,SEN,,,Aeródromo,CORONEL BRANDSEN,PRIVADO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-58.29517,-35.18174,16,Coronel Brandsen,5,O,"35°10'54""S  58°17'43""W"
-59.816759999969,-35.6043899999753,120,SDL,,,Aeródromo,SALADILLO,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-59.81676,-35.60439,45,Saladillo,4,NE,"35°36'16""S  59°49' 0""W"
-64.3099999998614,-27.7655555597046,121,SDE,SANE,SDE,Aeródromo,SANTIAGO DEL ESTERO/VCOM. ANGEL DE LA PAZ ARAGONÉS,PUBLICO,CONTROL,RANO,SACF,,Nacional,SI,SI,NO,SANTIAGO DEL ESTERO,-64.31,-27.76555556,200,Santiago del Estero,6,NNO,"27°45'56""S  64°18'36""W"
-68.5802777797228,-50.0177777801741,122,SCZ,SAWU,RZA,Aeródromo,SANTA CRUZ,PUBLICO,AERADIO,RASU,SAVF,,Nacional,NO,NO,NO,SANTA CRUZ,-68.58027778,-50.01777778,111,Puerto Santa Cruz,5,O,"50° 1' 4""S  68°34'49""W"
-61.2200000003215,-30.2641666702529,123,SCT,,,Aeródromo,SAN CRISTÓBAL,PRIVADO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,SANTA FÉ,-61.22,-30.26416667,74,San Cristóbal,4,NNE,"30°15'51""S  61°13'12""W"
-61.8298299996886,-31.3554800003127,124,SCL,,,Aeródromo,SANTA CLARA DE SAGUIER,PRIVADO,NOCONTROL,RANO,SACF,CIVIL,Nacional,NO,NO,NO,SANTA FÉ,-61.82983,-31.35548,105,Santa Clara de Saguier,2.5,SSO,"31°21'20""S  61°49'47""W"
-61.202670000101,-33.1762500000959,125,SCF,,,Aeródromo,SANFORD/CASILDA FUMIGACIONES,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-61.20267,-33.17625,79,Casilda,9,SE,"33°10'34""S  61°12'10""W"
-61.5288888899038,-30.957222220102,126,SCA,,,Aeródromo,SUNCHALES/AEROCLUB,PUBLICO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,SANTA FÉ,-61.52888889,-30.95722222,91,Sunchales,2,ESE,"30°57'26""S  61°31'44""W"
-60.4516666699182,-31.8086111098894,127,SBE,,,Aeródromo,SAN BENITO,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,ENTRE RÍOS,-60.45166667,-31.80861111,59,San Benito,2.8,SSO,"31°48'31""S  60°27' 6""W"
-65.0352777802812,-40.7505555598808,128,SAN,SAVN,OES,Aeródromo,SAN ANTONIO OESTE/ANTOINE DE SAINT EXUPERY,PUBLICO,AERADIO,RASU,SAVF,,Nacional,NO,NO,NO,RÍO NEGRO,-65.03527778,-40.75055556,26,San Antonio Oeste,10,SO,"40°45' 2""S  65° 2' 7""W"
-65.4869444402857,-24.8597222202987,129,SAL,SASA,SLA,Aeródromo,SALTA/GENERAL D. MARTÍN MIGUEL DE GÜEMES,PUBLICO,CONTROL,RANO,SACF,,Internacional,SI,SI,NO,SALTA,-65.48694444,-24.85972222,1246,Salta,6,SO,"24°51'35""S  65°29'13""W"
-61.0056800000234,-34.5763699998079,130,SAF,,,Aeródromo,SAFORCADA/PARAJON,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-61.00568,-34.57637,84,Saforcada,6,E,"34°34'35""S  61° 0'20""W"
-59.761969999974,-35.7385100003344,131,SAB,,,Aeródromo,SALADILLO/ABELENDA,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-59.76197,-35.73851,39,Saladillo,9,SSE,"35°44'19""S  59°45'43""W"
-65.3757899999283,-33.731779999657,132,RYD,SAOR,VME,Aeródromo,VILLA REYNOLDS,PUBLICO,CONTROL,RANO,SAMF,,Nacional,SI,SI,NO,SAN LUIS,-65.37579,-33.73178,485,Villa Mercedes,9,SE,"33°43'54""S  65°22'33""W"
-68.4740599995682,-33.2283400000609,133,RVD,,,Aeródromo,RIVADAVIA,PUBLICO,NOCONTROL,RANO,SAMF,,Nacional,NO,NO,NO,MENDOZA,-68.47406,-33.22834,659,Rivadavia,3,S,"33°13'42""S  68°28'27""W"
-62.9900000002847,-35.5019444401679,134,RVA,,,Aeródromo,AMÉRICA,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-62.99,-35.50194444,106,América,1,SO,"35°30' 7""S  62°59'24""W"
-62.6675000001125,-34.2827777801154,135,RUF,,,Aeródromo,RUFINO,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,SANTA FÉ,-62.6675,-34.28277778,114,Rufino,5,ESE,"34°16'58""S  62°40' 3""W"
-59.6799999996176,-29.2102777801318,136,RTA,SATR,RCQ,Aeródromo,RECONQUISTA,PUBLICO,CONTROL,RANE,SARR,,Nacional,SI,SI,NO,SANTA FÉ,-59.68,-29.21027778,49,Reconquista,7,S,"29°12'37""S  59°40'48""W"
-61.6027777798133,-31.9947222196749,137,RST,,,Aeródromo,CAÑADA ROSQUIN/STIEFEL,PRIVADO,NOCONTROL,RANO,SACF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-61.60277778,-31.99472222,71,Cañada Rosquín,6.5,N,"31°59'41""S  61°36'10""W"
-59.1914599999064,-32.329540000013,138,ROT,,,Aeródromo,ROSARIO DEL TALA,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,ENTRE RÍOS,-59.19146,-32.32954,54,Rosario del Tala,4,SO,"32°19'46""S  59°11'29""W"
-60.7844444398848,-32.9036111099208,139,ROS,SAAR,ROS,Aeródromo,ROSARIO/ISLAS MALVINAS,PUBLICO,CONTROL,RACE,SAEF,,Internacional,SI,NO,NO,SANTA FÉ,-60.78444444,-32.90361111,26,Rosario,13,ONO,"32°54'13""S  60°47' 4""W"
-60.5647222203013,-33.0816666700951,140,ROP,,,Aeródromo,ROSARIO/PUEBLO ESTHER,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,SANTA FÉ,-60.56472222,-33.08166667,25,Pueblo Esther,1,SE,"33° 4'54""S  60°33'53""W"
-61.9902799997085,-35.1365200000109,141,ROH,,,Aeródromo,ROBERTS/FUMIGACIONES HERBINSEC,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-61.99028,-35.13652,102,Roberts,1.8,NO,"35° 8'11""S  61°59'25""W"
-61.99717999983,-35.1358799999949,142,ROB,,,Aeródromo,ROBERTS/AGROAÉREO,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-61.99718,-35.13588,99,Roberts,3,ONO,"35° 8' 9""S  61°59'50""W"
-70.2444444398455,-45.7038888903011,143,RMY,SAWM,ROY,Aeródromo,RÍO MAYO,PUBLICO,AERADIO,RASU,SAVF,,Nacional,NO,NO,NO,CHUBUT,-70.24444444,-45.70388889,544,Río Mayo,3,S,"45°42'14""S  70°14'40""W"
-64.2127699997701,-35.058920000319,144,RLC,,,Aeródromo,REALICÓ,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,LA PAMPA,-64.21277,-35.05892,165,Realicó,6,ESE,"35° 3'32""S  64°12'46""W"
-61.5016666696223,-31.2825000003205,145,RLA,SAFR,,Aeródromo,RAFAELA,PUBLICO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,SANTA FÉ,-61.50166667,-31.2825,99,Rafaela,3.5,S,"31°16'57""S  61°30' 6""W"
-60.6732500002427,-34.2153400002416,146,RJA,,,Aeródromo,ROJAS,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-60.67325,-34.21534,6,Rojas,6,SE,"34°12'55""S  60°40'24""W"
-68.9044444404113,-37.3902777800655,147,RIN,SAHS,RDS,Aeródromo,RINCÓN DE LOS SAUCES,PRIVADO,NOCONTROL,RACE,SAMF,,Nacional,NO,NO,NO,NEUQUÉN,-68.90444444,-37.39027778,600,Rincón de los Sauces,0,N,"37°23'25""S  68°54'16""W"
-64.4292600001129,-33.0928800002247,148,RIE,,,Aeródromo,RÍO CUARTO/ESTINDHER,PRIVADO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,CÓRDOBA,-64.42926,-33.09288,0,Río Cuarto,9,NO,"33° 5'34""S  64°25'45""W"
-69.260277780267,-51.6686111100116,149,RGR,,,Aeródromo,RÍO GALLEGOS/RÍO CHICO,PRIVADO,NOCONTROL,RASU,SAVF,,Nacional,NO,NO,NO,SANTA CRUZ,-69.26027778,-51.66861111,21,Río Chico,5,SO,"51°40' 7""S  69°15'37""W"
-59.1797222198403,-27.6311111102607,150,RES,,,Aeródromo,RESISTENCIA/AEROCLUB,PUBLICO,AERADIO,RANE,SARR,,Nacional,NO,NO,NO,CHACO,-59.17972222,-27.63111111,50,Resistencia,30,SSE,"27°37'52""S  59°10'47""W"
-60.781680000362,-32.8277100002192,151,RDJ,,,Aeródromo,RICARDONE/DON JOSÉ,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,SANTA FÉ,-60.78168,-32.82771,25,Ricardone,8,NE,"32°49'40""S  60°46'54""W"
-69.3955555603995,-37.0655555598467,152,RCV,,,Aeródromo,RÍO COLORADO/VALE,PRIVADO,NOCONTROL,RANO,SAMF,CIVIL,Nacional,NO,NO,NO,MENDOZA,-69.39555556,-37.06555556,930,Rincón de los Sauces,56,NO,"37° 3'56""S  69°23'44""W"
-64.0883333301331,-32.1727777797527,153,RCR,,,Aeródromo,RÍO TERCERO,PUBLICO,NOCONTROL,RANO,SACF,,Nacional,NO,NO,NO,CÓRDOBA,-64.08833333,-32.17277778,380,Río Tercero,1.5,E,"32°10'22""S  64° 5'18""W"
-58.0880555599049,-29.2222222196278,154,RCE,,,Aeródromo,MERCEDES,PUBLICO,NOCONTROL,RANE,SARR,CIVIL,Nacional,NO,NO,NO,CORRIENTES,-58.08805556,-29.22222222,106,Mercedes,4,S,"29°13'20""S  58° 5'17""W"
-62.6740500004297,-34.2492799998314,155,RBS,,,Aeródromo,RUFINO/BSG,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-62.67405,-34.24928,120,Rufino,3.4,NE,"34°14'57""S  62°40'27""W"
-65.0631902103315,-43.2939162702824,156,RAW,,,Aeródromo,RAWSON,PUBLICO,NOCONTROL,RASU,SAVF,,Nacional,NO,NO,NO,CHUBUT,-65.06319021,-43.29391627,11,Rawson,2,E,"43°17'38""S  65° 3'47""W"
-59.0577199998946,-36.7719000003111,157,RAU,,,Aeródromo,RAUCH,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-59.05772,-36.7719,94,Rauch,2,NE,"36°46'19""S  59° 3'28""W"
-58.4402777801162,-35.5686111098651,158,RAI,,,Aeródromo,RANCHOS/LA IGUALDAD,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-58.44027778,-35.56861111,18,Ranchos,10,SO,"35°34' 7""S  58°26'25""W"
-68.4924200000087,-33.2067999999359,159,RAE,,,Aeródromo,RIVADAVIA/AEROTEC,PRIVADO,NOCONTROL,RANO,SAMF,,Nacional,NO,NO,NO,MENDOZA,-68.49242,-33.2068,665,Rivadavia,3,SO,"33°12'24""S  68°29'33""W"
-61.0176499999803,-33.0076999999016,160,PUP,,,Aeródromo,PUJATO/PETTILEP,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-61.01765,-33.0077,61,Pujato,3,E,"33° 0'28""S  61° 1' 4""W"
-62.7344444403619,-37.5394444400616,161,PUA,,,Aeródromo,PUAN,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-62.73444444,-37.53944444,240,Puan,3,N,"37°32'22""S  62°44' 4""W"
-70.9787899997961,-46.5384400000925,162,PTM,SAWP,PMQ,Aeródromo,PERITO MORENO,PUBLICO,AERADIO,RASU,SAVF,,Nacional,NO,NO,NO,SANTA CRUZ,-70.97879,-46.53844,430,Perito Moreno,8,NO,"46°32'18""S  70°58'44""W"
-57.9613888899488,-34.8744444402213,163,PTL,,,Aeródromo,LA PLATA/TOLOSA,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-57.96138889,-34.87444444,6,La Plata,5,N,"34°52'28""S  57°57'41""W"
-57.893055559947,-34.9691666698351,164,PTA,SADL,LPG,Aeródromo,LA PLATA,PUBLICO,AERADIO,RACE,SAEF,CIVIL,Nacional,SI,NO,NO,BUENOS AIRES,-57.89305556,-34.96916667,22,La Plata,5,SE,"34°58' 9""S  57°53'35""W"
-60.4874099999644,-26.7830900000896,165,PSV,,,Aeródromo,PRESIDENCIA ROQUE SAENZ PEÑA/ROVERE,PRIVADO,NOCONTROL,RANE,SARR,,Nacional,NO,NO,NO,CHACO,-60.48741,-26.78309,0,Presidencia Roque Saenz Peña,5.2,O,"26°46'59""S  60°29'15""W"
-60.7534000003587,-32.6415499999868,166,PST,,,Aeródromo,PUERTO SAN MARTÍN/TERMINAL 6,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,SANTA FÉ,-60.7534,-32.64155,0,Puerto General San Martín,7,N,"32°38'30""S  60°45'12""W"
-60.4932899999117,-26.7556400001913,167,PSP,SARS,PRQ,Aeródromo,PRESIDENCIA ROQUE SAENZ PEÑA/TERMAL,PUBLICO,AERADIO,RANE,SARR,,Nacional,NO,NO,NO,CHACO,-60.49329,-26.75564,94,Presidencia Roque Saenz Peña,6,NNO,"26°45'20""S  60°29'36""W"
-62.4523138900316,-37.5230444398709,168,PSA,,,Aeródromo,PIGÜÉ/SERVICIOS AERONÁUTICOS,PRIVADO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-62.45231389,-37.52304444,247,Pigüé,9,NNO,"37°31'23""S  62°27' 8""W"
-61.3319444398011,-38.0066666702639,169,PRI,,,Aeródromo,CORONEL PRINGLES,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-61.33194444,-38.00666667,247,Coronel Pringles,3,SE,"38° 0'24""S  61°19'55""W"
-60.5819444397557,-34.2361111099411,170,PRC,,,Aeródromo,HUNTER/FUMIGACIONES FREDY,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-60.58194444,-34.23611111,53.7,Hunter,5,ONO,"34°14'10""S  60°34'55""W"
-59.6637799999829,-26.1377400002381,171,PRA,,,Aeródromo,PRESIDENTE ROCA/EA. LA LEONOR,PRIVADO,NOCONTROL,RANE,SARR,,Nacional,NO,NO,NO,CHACO,-59.66378,-26.13774,87,Presidencia Roca,7,O,"26° 8'16""S  59°39'50""W"
-55.9704900004491,-27.3857299996199,172,POS,SARP,PSS,Aeródromo,POSADAS/LIBERTADOR GRAL. D. JOSÉ DE SAN MARTÍN,PUBLICO,CONTROL,RANE,SARR,,Internacional,SI,SI,NO,MISIONES,-55.97049,-27.38573,131,Posadas,7.5,NO,"27°23' 9""S  55°58'14""W"
-61.9141500000147,-34.7859499999583,173,PNT,,,Aeródromo,GENERAL PINTO,PUBLICO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,BUENOS AIRES,-61.91415,-34.78595,97,General Pinto,4,SO,"34°47' 9""S  61°54'51""W"
-56.9741666702201,-37.096388890165,174,PNR,,,Aeródromo,PINAMAR,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-56.97416667,-37.09638889,9,Pinamar,10,OSO,"37° 5'47""S  56°58'27""W"
-60.2200000002611,-31.7308333296571,175,PNA,,,Aeródromo,PARANÁ/CLUB DE PLANEADORES,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,ENTRE RÍOS,-60.22,-31.73083333,46,Paraná,29,E,"31°43'51""S  60°13'12""W"
-62.087222220007,-38.8341666700858,176,PLT,,,Aeródromo,PUNTA ALTA,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-62.08722222,-38.83416667,3,Punta Alta,5.5,N,"38°50' 3""S  62° 5'14""W"
-58.9378100002631,-25.2810000002396,177,PLS,,,Aeródromo,PIRANÉ/EA. LA SALVACIÓN,PRIVADO,NOCONTROL,RANE,SARR,,Nacional,NO,NO,NO,FORMOSA,-58.93781,-25.281,98,Pirané,52,NNE,"25°16'52""S  58°56'16""W"
-61.0628600001711,-33.0092800002107,178,PLL,,,Aeródromo,PUJATO/LA LUCÍA,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,SANTA FÉ,-61.06286,-33.00928,73,Pujato,1.5,NO,"33° 0'33""S  61° 3'46""W"
-63.1469499995661,-36.2787300001544,179,PLG,,,Aeródromo,PELLEGRINI,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-63.14695,-36.27873,113,Pellegrini,1.5,SE,"36°16'43""S  63° 8'49""W"
-60.7149999998778,-33.075590000312,180,PLC,,,Aeródromo,PIÑERO/EA. LA CAROLINA,PRIVADO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,SANTA FÉ,-60.715,-33.07559,30,Piñero,8,NE,"33° 4'32""S  60°42'54""W"
-61.9419444399457,-35.790555559966,181,PJO,,,Aeródromo,PEHUAJÓ/LA MARIELA,PRIVADO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-61.94194444,-35.79055556,86,Pehuajó,4.5,NO,"35°47'26""S  61°56'31""W"
-62.3819444404035,-37.6061111100276,182,PIG,SAZE,,Aeródromo,PIGÜÉ,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-62.38194444,-37.60611111,312,Pigüé,0,Lindando,"37°36'22""S  62°22'55""W"
-60.6480555596284,-33.9202777799807,183,PER,SAAN,,Aeródromo,PERGAMINO,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-60.64805556,-33.92027778,72,Pergamino,10,SO,"33°55'13""S  60°38'53""W"
-60.798888889716,-32.8038888897926,184,PEP,,,Aeródromo,RICARDONE/PETTILEP II,PRIVADO,NOCONTROL,RANO,SAEF,AEROAPP,Nacional,NO,NO,NO,SANTA FÉ,-60.79888889,-32.80388889,55,Ricardone,4,SSO,"32°48'14""S  60°47'56""W"
-60.7003800003754,-33.8569399997117,185,PEN,,,Aeródromo,PERGAMINO/LA NORIA,PRIVADO,NOCONTROL,RACE,SAEF,AEROAPP,Nacional,NO,NO,NO,BUENOS AIRES,-60.70038,-33.85694,74,Pergamino,11,OSO,"33°51'25""S  60°42' 1""W"
-60.8869799996386,-30.9608699999568,186,PEL,,,Aeródromo,LA PELADA,PRIVADO,NOCONTROL,RACE,SAEF,CIVIL,Nacional,NO,NO,NO,SANTA FÉ,-60.88698,-30.96087,44,La Pelada,13,SE,"30°57'39""S  60°53'13""W"
-61.8574800004033,-35.844510000022,187,PEH,SAZP,PEH,Aeródromo,PEHUAJÓ/COM. PEDRO ZANNI,PUBLICO,CONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-61.85748,-35.84451,85,Pehuajó,5,SE,"35°50'40""S  61°51'27""W"
-59.7252777803915,-33.7033333302237,188,PED,,,Aeródromo,SAN PEDRO,PUBLICO,NOCONTROL,RACE,SAEF,,Nacional,NO,NO,NO,BUENOS AIRES,-59.72527778,-33.70333333,27,San Pedro,3.7,SO,"33°42'12""S  59°43'31""W"
